product_id,title,price,sales,feedbacks,seller,seller_rating,Процессор,Оперативная память,Жесткий диск,Видеопроцессор,Операционная система,Гарантийный срок,Страна производства,Габариты товара,Габариты товара (с упаковкой)
99613864,"Компьютер, Системный Блок, ПК Intel i3",20265₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613865,"Компьютер, Системный Блок, ПК Intel i3",16649₽,Купили более 20 раз, 5 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': None}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613866,"Компьютер, Системный Блок, ПК Intel i7",26141₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613866,"Компьютер, Системный Блок, ПК Intel i7",26141₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613867,"Компьютер, Системный Блок, ПК Intel i5",22676₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613868,"Компьютер, Системный Блок, ПК Intel i5",22224₽,Купили более 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613870,"Компьютер, Системный Блок, ПК Intel i7",20567₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613871,"Компьютер, Системный Блок, ПК Intel i3",25991₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613872,"Компьютер, Системный Блок, ПК Intel i5",27498₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613872,"Компьютер, Системный Блок, ПК Intel i5",27498₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613873,"Компьютер, Системный Блок, ПК Intel i7",26292₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613875,"Компьютер, Системный Блок, ПК Intel i7",22074₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613876,"Компьютер, Системный Блок, ПК Intel i3",18156₽,Купили более 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613878,"Компьютер, Системный Блок, ПК Intel i5",24183₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613879,"Компьютер, Системный Блок, ПК Intel i3",20868₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': None}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613879,"Компьютер, Системный Блок, ПК Intel i3",20868₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': None}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613881,"Компьютер, Системный Блок, ПК Intel i7",29456₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613882,"Компьютер, Системный Блок, ПК Intel i3",22978₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': None}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613884,"Компьютер, Системный Блок, ПК Intel i3",22827₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613885,"Компьютер, Системный Блок, ПК Intel i7",25237₽,Купили менее 5 раз, 1 отзыв,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613886,"Компьютер, Системный Блок, ПК Intel i5",20717₽,Купили более 10 раз, 1 отзыв,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613887,"Компьютер, Системный Блок, ПК Intel i7",23580₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613888,"Компьютер, Системный Блок, ПК Intel i3",21772₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613889,"Компьютер, Системный Блок, ПК Intel i5",21621₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613890,"Компьютер, Системный Блок, ПК Intel i3",22827₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613891,"Компьютер, Системный Блок, ПК Intel i7",29306₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613892,"Компьютер, Системный Блок, ПК Intel i5",21320₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': None}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613895,"Компьютер, Системный Блок, ПК Intel i5",23279₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613895,"Компьютер, Системный Блок, ПК Intel i5",23279₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613897,"Компьютер, Системный Блок, ПК Intel i3",18608₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613898,"Компьютер, Системный Блок, ПК Intel i5",19060₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613899,"Компьютер, Системный Блок, ПК Intel i7",26443₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': None}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613899,"Компьютер, Системный Блок, ПК Intel i7",26443₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': None}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613900,"Компьютер, Системный Блок, ПК Intel i3",19210₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613901,"Компьютер, Системный Блок, ПК Intel i5",19663₽,Купили более 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613902,"Компьютер, Системный Блок, ПК Intel i7",28402₽,Купили менее 5 раз, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8 ядер'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613904,"Компьютер, Системный Блок, ПК Intel i3",17553₽,, 0 отзывов,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '4 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '120 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
99613905,"Компьютер, Системный Блок, ПК Intel i5",26292₽,Купили менее 5 раз, 2 отзыва,D-Tora,4.1,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '4 ядра'}","{'Тип оперативной памяти': 'DDR 3', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '500 Gb', 'Объем накопителя SSD': '480 GB'}",Intel HD Graphics 2000,Windows 10,1 год,Россия,"{'Ширина предмета': '16.5 см', 'Глубина предмета': '26.5 см', 'Высота предмета': '35 см', 'Вес без упаковки (кг)': '3.5 кг'}","{'Длина упаковки': '39 см', 'Ширина упаковки': '19.6 см', 'Высота упаковки': '33.6 см', 'Вес с упаковкой (кг)': '4 кг'}"
